filename	Name in catalogue	Original title	Transliterated title	Type	year	collector	place	performer	archive reference	original metadata	Number of voices	Performer gender or age	audio recording	additional remarks
Vinnytsia_172_Chyzhyku ta horobchyku	ОК-ВІ-22	Чижику та горобчику 	Chyzhyku ta horobchyku 	spring	-	 Кудрицька Антоніна	с. Збараж на Київщині (нині Козятинського р-ну) Вінницької обл. 	" 
Криволап Саврон "	ІМФЕ, ф. 6-4, од. зб. 111, арк. 49 (75), № 23	"Зап. Кудрицька А. М. у с. Збараж на Київщині (нині Козятинського р-ну) Вінницької обл. від С. 
Криволапи. – ІМФЕ, ф. 6-4, од. зб. 111, арк. 49 (75), № 23. Вар. зап. Коновал В. у с. Басаличівка 
Гайсинського пов. на Поділлі (нині Гайсинського р-ну Вінницької обл. від П. Івасенка. – ІМФЕ, ф. 
6-4, од. зб. 177, арк. 5 (2), № 2 (883)."	unison	man		
Vinnytsia_173v_Khodyt zhuchok po zhuchyni	ОК-ВІ-25	Ходит жучок по жучині 	Khodyt zhuchok po zhuchyni 	spring	1971	Мельник П. Я. 	с. Коси Могилів-Подільського р-ну Вінницької обл. 	Мельник Д. І.	ІМФЕ, ф. 14-3, од. зб. 907/ІІ, арк. 193 зв., № 8.	"Зап. 1927 р. Харків В. у с. Мервинці Могилів-Подільського р-ну Вінницької обл. – ІМФЕ, ф. 6-3, од. 
зб. 72, арк. 31,  № 2 (мел.); од. зб. 158, арк. 52, № 2 (текст). Вар. зап. 1971 р. Мельник П. Я. 
у с. Коси Могилів-Подільського р-ну Вінницької обл. від Мельник Д. І. – ІМФЕ, 
ф. 14-3, од. зб. 907/ІІ, арк. 193 зв., № 8."	unison			
Vinnytsia_173_Khodyt zhuchok po zhuchyni	ОК-ВІ-25	Ходит жучок по жучині 	Khodyt zhuchok po zhuchyni 	spring	1927	Харків Володимир	с. Мервинці Могилів-Подільського р-ну Вінницької обл.	-	ІМФЕ, ф. 6-3, од.зб. 72, арк. 31,  № 2 (мел.),  од. зб. 158, арк. 52, № 2 (текст)	"Зап. 1927 р. Харків В. у с. Мервинці Могилів-Подільського р-ну Вінницької обл. – ІМФЕ, ф. 6-3, од. 
зб. 72, арк. 31,  № 2 (мел.); од. зб. 158, арк. 52, № 2 (текст). Вар. зап. 1971 р. Мельник П. Я. 
у с. Коси Могилів-Подільського р-ну Вінницької обл. від Мельник Д. І. – ІМФЕ, 
ф. 14-3, од. зб. 907/ІІ, арк. 193 зв., № 8."	unison			
Vinnytsia_174_Oi khodyt zhuk po bolotu	ОК-ВІ-25	Оі ходит жук по болоту 	Oi khodyt zhuk po bolotu 	spring	1964	Ященко Леопольд	с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. 	"
Руденко М. А. "	ІМФЕ, ф. 14-3, од. зб. 299б, арк. 12-13.	"Зап. 1964 р. Ященко Л. І. у с. Слобода-Яришівська Могилів-Подільського р-ну Вінницької обл. від 
Руденко М. А. – ІМФЕ, ф. 14-3, од. зб. 299б, арк. 12-13."	2 voices			
Vinnytsia_175_A v nashoho zhucheniaty	ОК-ВІ-25	А в нашого жученіати 	A v nashoho zhucheniaty 	spring	1963	Експедиція ІМФЕ, керівник Ященко Леопольд	c. Іванівці Барського р-ну Вінницької обл. 	гурт доярок 	ІМФЕ, ф. 14-5, од. зб. 380, арк. 122-124, № 56,  пл. ф. 14-10, од. зб. 985-987. 	"Зап. 1963 р. експ. ІМФЕ, нач. Ященко Л. І. у c. Іванівці Барського р-ну Вінницької обл. від гурту 
доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 122-124, № 56; пл. ф. 14-10, од. зб. 985-987. "	unison	group of singers	пл. ф. 14-10, од. зб. 985-987	
Vinnytsia_176_Oi ty, stare kizlo	ОК-ВІ-27	Оі ти, старе кізло 	Oi ty, stare kizlo 	spring	1928	Середович М.	с. Стрижавка Вінницького р-ну Вінницької обл. 	-	"ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 20 зв. (42), № 26"	"Зап. 13.ІII 1928 р. Середович М. у с. Стрижавка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 20 зв. (42), № 26. Ходять кружка кругом церкви і одні (або одна) питають, а другі 
показують, як хто скаче."	unison			"Ходять кружка кругом церкви і одні (або одна) питають, а другі 
показують, як хто скаче"
Vinnytsia_177_Bazia kazhe Be, be	ОК-ВІ	Базіа каже Бе, бе 	Bazia kazhe Be, be 	spring	1928	Середович М.	с. Мізяківські Хутори Вінницького р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 18, № 21	"Зап. 16.ІV 1928 р. Середович М. у с. Мізяківські Хутори Вінницького р-ну Вінницької обл. – 
ІМФЕ, ф. 6-4, од. зб. 160, арк. 18, № 21. Співають на Великдень коло церкви. Великі та маленькі 
дівчата стають у коло і показують рухами й голосом те, про що співають в пісні."	unison			"Співають на Великдень коло церкви. Великі та маленькі 
дівчата стають у коло і показують рухами й голосом те, про що співають в пісні"
Vinnytsia_178_Viazaly konopli	ОК-ВІ-ВТ	Віазали коноплі 	Viazaly konopli 	spring	1972	Експедиція ІМФЕ	с. Дмитренки Гайсинського р-ну Вінницької обл. 	"Колесниченко Ганна Іванівна, 1906 р.н. 
"	ІМФЕ, ф. 14-5, од. зб. 4244/ІІ, арк. 119, фонозапис ф.14-10, од. зб. 1248. Транскрибування: Василенко З. 	"Зап. 1972 р. експ. ІМФЕ у с. Дмитренки Гайсинського р-ну Вінницької обл. від Колесниченко Г. І. 
– ІМФЕ, ф. 14-5, од. зб. 4244/ІІ, арк. 119; фонозапис ф.14-10, од. зб. 1248. Розшифр.Василенко З. "	unison	woman	фонозапис ф.14-10, од. зб. 1248	
Vinnytsia_179_Oi na hori khatka	ОК-ВІ-38	Оі на горі хатка 	Oi na hori khatka 	spring	2016	Гарбулінська Тетяна	с. Гордіївка Тростянецького р-ну Вінницької обл. 	жіночий гурт	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 1 (74).	"Зап. 6 жовтня 2016 р. Гарбулінська Т. Є. у с. Гордіївка Тростянецького р-ну Вінницької обл. від 
жіночого гурту. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 1 (74)."	unison	group of women		
Vinnytsia_180_Ta y pora, divky, siiat lon	ОК-ВІ-24а	Та и пора, дівки, сііат лон 	Ta y pora, divky, siiat lon 	spring	1954	Експедиція ІМФЕ	с. Маньківка (мабуть, Маньківці) Барського р-ну Вінницької обл. 	"
дівочий гурт "	ІМФЕ, ф. 14-5, од.зб. 171, арк. 47, № 10. Транскрибування:  Стьожка О.	"Зап. 1954 р. експ. ІМФЕ у с. Маньківка (мабуть, Маньківці) Барського р-ну Вінницької обл. від 
дівочого гурту. – ІМФЕ, ф. 14-5, од.зб. 171, арк. 47, № 10. Розшифр. Стьожка О."	unison	group of young girls 		
Vinnytsia_181_Siiu, viiu	ОК-ВІ	Сііу, вііу 	Siiu, viiu 	spring	1928	Середович М.	с. Кожухів Літинського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од.зб. 160, арк. 25 (51), № 37	"Зап. 29.ІV 1928 р. Середович М. у с. Кожухів Літинського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. 
зб. 160, арк. 25 (51), № 37. Cпівають дівчата на Великдень біля церкви (на цвинтарі або на вигоні)."	heterophony			Cпівають дівчата на Великдень біля церкви (на цвинтарі або на вигоні)
Vinnytsia_182_Siiu, viiu	ОК-ВІ	Сііу, вііу 	Siiu, viiu 	spring	-	 Гарбулінська Тетяна	с. Вугли Хмільницького р-ну Вінницької обл. 	жіночий ансамбль 	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 4 (78).	"Зап. Гарбулінська Т. Є. у с. Вугли Хмільницького р-ну Вінницької обл. від жіночого анс., кер. Ко-
валь Т. А. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 4 (78)."	2 voices	women's ensemble		"керівник ансамблю Ко-
Валь Т. А. "
Vinnytsia_183_Na nashii vulytsi	ОК-ВТ	На нашіі вулиці 	Na nashii vulytsi 	spring	-	Гарбулінська Тетяна	"с. Соболівка Теплицького р-ну Вінни-
цької обл."	"дитячий фольклорний ансамбль ""Цвіт папороті"""	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 4 (139).	"Зап. Гарбулінська Т. Є. від дит. фольк. анс. ""Цвіт папороті"" з с. Соболівка Теплицького р-ну Вінни-
цької обл. кер. Л. П. Шайко. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 4 (139)."	2 voices	children's ensemble		"Дитячий фольклорний ансамбль ""Цвіт папороті"" керівник Л. П. Шайко. "
Vinnytsia_184_Tam v dolyni	ОК-ВЖ-02	Там в долині 	Tam v dolyni 	spring	-	Гарбулінська Тетяна	"с. Соболівка Теплицького р-ну Вінни-
цької обл."	"дитячий фольклорний ансамбль ""Цвіт папороті"""	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 2 (137).	"Зап. Гарбулінська Т. Є. від дит. фольк. анс. ""Цвіт папороті"" з с. Соболівка Теплицького р-ну Вінни-
цької обл. кер. Л. П. Шайко. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 2 (137)."	unison	children's ensemble		
Vinnytsia_185_Oi vy, haly, halochky	ОК-ВІ-15	Оі ви, гали, галочки 	Oi vy, haly, halochky 	spring	1926	Гайдай Михайло	м. Браїлов (нині смт Браїлів Жмеринського р-ну Вінницької обл.) 	"
Яремишин Гриць, 12 р. "	ІМФЕ, ф. 6-3, од. зб. 69, арк. 1 (1-2), № 2.	"Зап. 1926 р. Гайдай М. П. у м. Браїлов (нині смт Браїлів Жмеринського р-ну Вінницької обл.) від 
Яремишина Гриця, 12 р. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 1 (1-2), № 2."	heterophony	boy teenager 		
Vinnytsia_186_Oi Yahil, Yahilochka	ОК-ВІ-15	Оі Иагіл, Иагілочка 	Oi Yahil, Yahilochka 	spring	1928	Середович М.	с. Стрижавка Вінницького р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 21 зв. (44), № 29. 	"Зап. 13.ІII 1928 р. Середович М. у с. Стрижавка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 21 зв. (44), № 29. Співають на Великдень під церквою в хороводі, беруться за ру-
ки, показують, як братися за лядвички, взуватися в черевички, перебиту ніжку, скочуть... "	unison			"Співають на Великдень під церквою в хороводі, беруться за ру-
ки, показують, як братися за лядвички, взуватися в черевички, перебиту ніжку, скочуть... "
Vinnytsia_187_Yahil-Yahilochka	ОК-ВІ-15	Иагіл-Иагілочка 	Yahil-Yahilochka 	spring	2018	Гарбулінська Тетяна	с. Бджільна Теплицького р-ну Вінницької обл. 	"Ансамбль ""Подоляни"" у складі: Ільтєшіна Тетяна Михайлівна, 1952 р. н., Тиха Олена 
Дмитрівна, 1962 р. н., Хрущ Олена Євгенівна, 1940 р. н., Прокопенко Таїса Федорівна, 1939 р. н., 
Ніколішина Анна Степанівна, 1944 р. н., Жарій Олена Василівна, 1963 р. н. (підголосник), Щер-
бацька Наталія Іванівна, 1959 р. н., Оєва Даніна Мефодіївна, 1956 р. н. "	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 19 (126).	"Зап. 30 березня 2018 р. Гарбулінська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. від анс.
""Подоляни"", кер. Ілина Жарій у складі: Ільтєшіної Тетяни Михайлівни, 1952 р. н., Тихої Олени 
Дмитрівни, 1962 р. н., Хрущ Олени Євгенівни, 1940 р. н., Прокопенко Таїси Федорівни, 1939 р. н., 
Ніколішиної Анни Степанівни, 1944 р. н., Жарій Олени Василівни, 1963 р. н. (підголосник), Щер-
бацької Наталії Іванівни, 1959 р. н., Оєвої Даніни Мефодіївни, 1956 р. н. З фондів Вінницького 
ОЦНТ. Розшифр. Єфремова Л. О., № 19 (126)."	unison	women's ensemble		Керівник ансамблю Ілина Жарій
Vinnytsia_188_Des tut bula	ОК-ВІ-14	Дес тут була 	Des tut bula 	spring	-	 Матіяш Д., Кушка Т.	с. Стіна Томашпільського р-ну Вінницької обл.	-		"Зап. Матіяш Д., Кушка Т. у с. Стіна Томашпільського р-ну Вінницької обл. Розшифр. Єфремова 
Л. О., № 4 (248)."	2 voices			
Vinnytsia_189_Yak vinchavsia	ОК-ВІ-33а	Иак вінчавсіа 	Yak vinchavsia 	spring	2009	Гарбулінська Тетяна	"с. Білий Камінь Чечельни-
цького р-ну Вінницької обл. "	"жіночий гурт ""Женчик"""	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 6 (89).	"Зап. 9 березня 2009 р. Гарбулінська Т. Є. від жіночого гурту ""Женчик"" з с. Білий Камінь Чечельни-
цького р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 6 (89)."	unison	group of women		
Vinnytsia_190v_Vasyl, Vasyl	ОК-ВІ	Васил, Васил 	Vasyl, Vasyl 	spring	1927	Середович М.	с. Мізяків Калинівського р-ну Вінницької обл.	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 11 (23), № 7	"Зап. 29.IV 1928 р. Середович М. у с. Кожухів Літинського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 19 (39), № 23. Співають на Великдень коло церкви. Вар. зап. 1927 р. Середович 
М. у с. Мізяків Калинівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 160, арк. 11 (23), № 7. 
Співають дівчата по більшості на Великдень."	unison			Співають дівчата по більшості на Великдень.
Vinnytsia_190_Vasyl, Vasyl	ОК-ВІ	Васил, Васил 	Vasyl, Vasyl 	spring	1928	Середович М.	с. Кожухів Літинського р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 19 (39), № 23. 	"Зап. 29.IV 1928 р. Середович М. у с. Кожухів Літинського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 19 (39), № 23. Співають на Великдень коло церкви. Вар. зап. 1927 р. Середович 
М. у с. Мізяків Калинівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 160, арк. 11 (23), № 7. 
Співають дівчата по більшості на Великдень."	unison			Співають на Великдень коло церкви.
Vinnytsia_191v_Vasyl, Vasyl	ОК-ВІ	Васил, Васил 	Vasyl, Vasyl 	spring	2007	Кушка Т. Я., Матіяш Д. В.	с. Забужжя Немирівського р-ну Вінницької обл.	Розборська Фєлікса Фєліксівна, 1944 р. н.	Транскрибування:  Єфремова Л. О. № 6 (543).	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 13 (34). Вар. зап. у лютому 2007 р. Кушка Т. Я., 
Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від Розборської Фєлікси Фєліксів-
ни, 1944 р. н. Розшифр. Єфремова Л. О. № 6 (543)."	unison	woman		
Vinnytsia_191_Vasyl, Vasyl	ОК-ВІ	Васил, Васил 	Vasyl, Vasyl 	spring	2007	Тищенко О., Матіяш Д., Кушка Т., Єпіченко М.	с. Бірків Літинського р-ну Вінницької обл. 	Парфенюк Л. М., Чухмайтер І. Н., Калінська Н. П., Нечипорук М. М., Свічколан В. М., Свириденюк Г. С., Савіна Т. Й., Андрушко Є. С., Печериця М. С., Войтко М. А., Калінська Г., Нижник О. 	Транскрибування:  Єфремова Л. О., № 13 (34)	"Зап. у січні 2007 р. Тищенко О., Матіяш Д., Кушка Т., Єпіченко М. у с. Бірків Літинського р-ну 
Вінницької обл. від Парфенюк Л. М., Чухмайтер І. Н., Калінської Н. П., Нечипорук М. М., Свічко-
лан В. М., Свириденюк Г. С., Савіної Т. Й., Андрушко Є. С., Печериці М. С., Войтко М. А., Калін-
ської Г., Нижник О. Розшифр. Єфремова Л. О., № 13 (34). Вар. зап. у лютому 2007 р. Кушка Т. Я., 
Матіяш Д. В. у с. Забужжя Немирівського р-ну Вінницької обл. від Розборської Фєлікси Фєліксів-
ни, 1944 р. н. Розшифр. Єфремова Л. О. № 6 (543)."	2 voices			
Vinnytsia_192v_Oi yak, tak	ОК-ВІ-26	Оі иак, так 	Oi yak, tak 	spring	-	Удима П. Г. 	м. Томашпіль Томашпільського р-ну Вінницької обл.) на цукроварні.	-	ІМФЕ, ф. 1-3 (дод.), од. зб. 310, арк. 83.	"Зап. 31.IІІ 1927 р. Середович М. у с. Медвідка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 24 (48), № 33. Співають переважно дівчата, майже завжди вони, іноді лише вкупі з 
хлопцями на Великдень під церквою: стають кружка, беруться за руки і кружка ходять, а двоє у 
середині рухами показують те, що спувається в пісні. Вар. зап. Удима П. Г. у м. Томашпіль Томаш-
пільського р-ну Вінницької обл.) на цукроварні. – ІМФЕ, ф. 1-3 (дод.), од. зб. 310, арк. 83."	unison			
Vinnytsia_192_Oi yak, tak	ОК-ВІ-26	Оі иак, так 	Oi yak, tak 	spring	1927	Середович М.	с. Медвідка Вінницького р-ну Вінницької обл. 	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 24 (48), № 33	"Зап. 31.IІІ 1927 р. Середович М. у с. Медвідка Вінницького р-ну Вінницької обл. – ІМФЕ, ф. 6-4, 
од. зб. 160, арк. 24 (48), № 33. Співають переважно дівчата, майже завжди вони, іноді лише вкупі з 
хлопцями на Великдень під церквою: стають кружка, беруться за руки і кружка ходять, а двоє у 
середині рухами показують те, що спувається в пісні. Вар. зап. Удима П. Г. у м. Томашпіль Томаш-
пільського р-ну Вінницької обл.) на цукроварні. – ІМФЕ, ф. 1-3 (дод.), од. зб. 310, арк. 83."	unison			"Співають переважно дівчата, майже завжди вони, іноді лише вкупі з 
хлопцями на Великдень під церквою: стають кружка, беруться за руки і кружка ходять, а двоє у 
середині рухами показують те, що спувається в пісні."
Vinnytsia_193_Otak, tak	ОК-ВІ-26	Отак, так 	Otak, tak 	spring	1928	Середович М.	с. Глинське Немирівського р-ну Вінницької обл. 	-	"ІМФЕ, ф. 
6-4, од. зб. 160, арк. 23 (47), № 32."	"Зап. 24.VII 1928 р. Середович М. у с. Глинське Немирівського р-ну Вінницької обл. – ІМФЕ, ф. 
6-4, од. зб. 160, арк. 23 (47), № 32."	2 voices			
Vinnytsia_194_Oi yak, yak	ОК-ВІ-26	Оі иак, иак 	Oi yak, yak 	spring	1998	Бідюк Л. М.	с. Сиваківці  Липовецького р-ну Вінницької обл. 	гурту. 	"Транскрибування:  
Єфремова Л. О., № 14 (280). "	"Зап. 1998 р. Бідюк Л. М. у с. Сиваківці  Липовецького р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 14 (280). "	unison			
Vinnytsia_195_De zh podila	ОК-ВІ	Де ж поділа 	De zh podila 	spring	-	 Шмиговський А. Д.	"с. Сапіжанка Шаргородського р-ну Вінницької обл. 
 "	"Неселовська Є.
 "	ІМФЕ, ф. 14-3, од. зб. 2, арк. 9, № 16. 	"Зап. Шмиговський А. Д. від Неселовської Є. з с. Сапіжанка Шаргородського р-ну Вінницької обл. 
 – ІМФЕ, ф. 14-3, од. зб. 2, арк. 9, № 16. Співали у 1910-1930-х рр."	unison			Співали у 1910-1930-х рр.
Vinnytsia_196_Oi khozhu ya, khozhu	ОК-ВІ-31	Оі хожу иа, хожу 	Oi khozhu ya, khozhu 	spring	1922	Кудрицька Антоніна	"с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) "	Дарки Нагірної, 46 р. 	"ІМФЕ, ф. 6-4, од. зб. 110, арк. 55-56 
(текст), арк. 142 (мел.)."	"Зап. 1922 р. Кудрицька А. М. у с. Овечаче Бердичівського пов. на Київщині (нині с. Дружне Кали-
нівського р-ну Вінницької обл.) від Дарки Нагірної, 46 р. – ІМФЕ, ф. 6-4, од. зб. 110, арк. 55-56 
(текст), арк. 142 (мел.)."	unison			
Vinnytsia_197_Oi na den dobryi	ОК-ВІ	Оі на ден добрї 	Oi na den dobryi 	spring	1927	Середович М.	с. Мізяків Калинівського р-ну Вінницької обл.	-	"ІМФЕ, ф. 6-4, од. зб. 
160, арк. 13 зв.  (28), № 12. "	"Зап. 1927 р. Середович М. у с. Мізяків Калинівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 
160, арк. 13 зв.  (28), № 12. Гурт дівчат ділиться надвоє: одна частина сідає, а друга підходить до 
них і починає співати слова зятеві, а ті, що сидять, відповідають їм тещиними словами"	unison			"Гурт дівчат ділиться надвоє: одна частина сідає, а друга підходить до 
них і починає співати слова зятеві, а ті, що сидять, відповідають їм тещиними словами"
Vinnytsia_198v_Bidna moia ta holovochko	ОК-ВІ-28	Бідна моіа та головочко 	Bidna moia ta holovochko 	spring	1926	Гайдай Михайло 	смт. Браїлів Жмеринського р-ну Вінницької обл.	Перепелиця Параска, 78 р. 	ІМФЕ, ф. 6-3, од. зб. 69, арк. 2, № 4. 	"Зап. 1972 р. Василенко З. І., Рубай Г. Т., Довженок Г. В. у с. Дмитренки Гайсинського р-ну Вінни-
цької обл. від Колесниченко Ганни Іванівни. – ІМФЕ, ф. 14-5, од. зб. 424, арк. 47. Розшифр. Губа-
нов Я. О. Вар. зап. 1926 р. Гайдай М. П. у смт Браїлів Жмеринського р-ну Вінницької обл. від Па-
раски Перепелиці, 78 р. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 2, № 4. "	unison	woman		
Vinnytsia_198_Bidna moia ta holovochko	ОК-ВІ-28	Бідна моіа та головочко 	Bidna moia ta holovochko 	spring	1972	Василенко Зоя, Рубай Галина, Довженок Галина	с. Дмитренки Гайсинського р-ну Вінницької обл. 	Колесниченко Ганна Іванівна, 1906 р.н.  	"ІМФЕ, ф. 14-5, од. зб. 424, арк. 47. Транскрибування:  Губа-
нов Я. О."	"Зап. 1972 р. Василенко З. І., Рубай Г. Т., Довженок Г. В. у с. Дмитренки Гайсинського р-ну Вінни-
цької обл. від Колесниченко Ганни Іванівни. – ІМФЕ, ф. 14-5, од. зб. 424, арк. 47. Розшифр. Губа-
нов Я. О. Вар. зап. 1926 р. Гайдай М. П. у смт Браїлів Жмеринського р-ну Вінницької обл. від Па-
раски Перепелиці, 78 р. – ІМФЕ, ф. 6-3, од. зб. 69, арк. 2, № 4. "	unison	woman		
Vinnytsia_199v1_Sam khodiu, sam	ОК-ВІ-30	Сам ходіу, сам 	Sam khodiu, sam 	spring	1998	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт	"Транскрибування:  Єфремова Л. О., № 21 (121). Вар. зап. Матіяш Д., Кушка Т. у с. Стіна Томашпіль-
ського р-ну Транскрибування:  Єфремова Л. О., № 2 (246). Вар. 1 зап. 1998 р. Бідюк Л. М. у с. Сиваківці  
Липовецького р-ну Вінницької обл. від солістки з гурту. Транскрибування:  Єфремова Л. О., № 13 (279). "	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 21 (121). Вар. зап. Матіяш Д., Кушка Т. у с. Стіна Томашпіль-
ського р-ну Розшифр. Єфремова Л. О., № 2 (246). Вар. 1 зап. 1998 р. Бідюк Л. М. у с. Сиваківці  
Липовецького р-ну Вінницької обл. від солістки з гурту. Розшифр. Єфремова Л. О., № 13 (279). "	unison	group of singers		
Vinnytsia_199v_Sam khodiu, sam	ОК-ВІ-30	Сам ходіу, сам 	Sam khodiu, sam 	spring	-	Матіяш Д., Кушка Т.	с. Стіна Томашпільського р-ну	-	Транскрибування:  Єфремова Л. О., № 2 (246)	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 21 (121). Вар. зап. Матіяш Д., Кушка Т. у с. Стіна Томашпіль-
ського р-ну Розшифр. Єфремова Л. О., № 2 (246). Вар. 1 зап. 1998 р. Бідюк Л. М. у с. Сиваківці  
Липовецького р-ну Вінницької обл. від солістки з гурту. Розшифр. Єфремова Л. О., № 13 (279). "	2 voices			
Vinnytsia_199_Sam khodiu, sam	ОК-ВІ-30	Сам ходіу, сам 	Sam khodiu, sam 	spring	2009	Матіяш Д., Кушка Т.	с. Івашківці Шаргородського р-ну Вінницької обл. 	гурт	Транскрибування:  Єфремова Л. О., № 21 (121)	"Зап. 11.05 2009 р. Матіяш Д., Кушка Т. у с. Івашківці Шаргородського р-ну Вінницької обл. від гу-
рту. Розшифр. Єфремова Л. О., № 21 (121). Вар. зап. Матіяш Д., Кушка Т. у с. Стіна Томашпіль-
ського р-ну Розшифр. Єфремова Л. О., № 2 (246). Вар. 1 зап. 1998 р. Бідюк Л. М. у с. Сиваківці  
Липовецького р-ну Вінницької обл. від солістки з гурту. Розшифр. Єфремова Л. О., № 13 (279). "	2 voices	group of singers		
Vinnytsia_200_Chy bachyly	ОК-ВІ-32	Чи бачили 	Chy bachyly 	spring	-	 Корсовецький Орест	с. Клембівка Ямпільського р-ну Вінницької обл.	-	ІМФЕ, ф. 6-4, од. зб. 146, арк. 40 зв.-41 (79-80), № 83.	Зап. Корсовецький І. у с. Клембівка Ямпільського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 146, арк. 40 зв.-41 (79-80), № 83.	unison			
Vinnytsia_201v_Oi zhono moia, zhononko	ОК-ВІ-33	Оі жоно моіа, жононко 	Oi zhono moia, zhononko 	spring	-	Шмиговський А. Д.	с. Сапіжанка Шаргородського р-ну Вінницької обл.   	Неселовська Є.	 ІМФЕ, ф. 14-3, од. зб. 2, арк. 9, № 15.	"Зап. 1927 р. Середович М. у с. Мізяків Калинівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 
160, арк. 14 (29), № 13. Стають дівчата в коло, беруться за руки, а двоє всередині співають цю пі-
сню. Показують, як чоловік залицяється до своєї жінки. Вар. зап. Шмиговський А. Д. від артистки 
Неселовської Є. з с. Сапіжанка Шаргородського р-ну Вінницької обл.  – ІМФЕ, ф. 14-3, од. зб. 2, 
арк. 9, № 15."	unison	woman		"Неселовська Є., артистка 
"
Vinnytsia_201_Oi zhono moia, zhononko	ОК-ВІ-33	Оі жоно моіа, жононко 	Oi zhono moia, zhononko 	spring	1927	Середович М.	с. Мізяків Калинівського р-ну Вінницької обл.	-	ІМФЕ, ф. 6-4, од. зб. 160, арк. 14 (29), № 13. 	"Зап. 1927 р. Середович М. у с. Мізяків Калинівського р-ну Вінницької обл. – ІМФЕ, ф. 6-4, од. зб. 
160, арк. 14 (29), № 13. Стають дівчата в коло, беруться за руки, а двоє всередині співають цю пі-
сню. Показують, як чоловік залицяється до своєї жінки. Вар. зап. Шмиговський А. Д. від артистки 
Неселовської Є. з с. Сапіжанка Шаргородського р-ну Вінницької обл.  – ІМФЕ, ф. 14-3, од. зб. 2, 
арк. 9, № 15."	unison			"Стають дівчата в коло, беруться за руки, а двоє всередині співають цю пі-
сню. Показують, як чоловік залицяється до своєї жінки."
